"Year","Make","Model","Price","Trim","Body","Mileage","VIN","TitleType","ExteriorColor","InteriorColor","Transmission","Drive","Cylinders","Horsepower","Torque","PriorUse","EngineLiter"
2016,"Hyundai","Elantra",13998,"SE",NA,41000,NA,NA,"Gray","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2014,"Hyundai","Elantra",13599,"SE",NA,38000,NA,NA,"Black","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2014,"Hyundai","Elantra",14998,"Sport",NA,40000,NA,NA,"Gray","Gray","Automatic","2WD",4,"173horsepower@6500rpm","154torque@4700rpm","Fleet",2
2012,"Hyundai","Santa",17998,"Fe Limited",NA,43000,NA,NA,"Brown","Gray","Automatic","4WD",6,"276horsepower@6300rpm","248torque@5000rpm","Fleet",3.5
2016,"Hyundai","Santa",23998,"Fe SE",NA,21000,NA,NA,"Silver","Gray","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5200rpm","Fleet",3.3
2016,"Hyundai","Santa",16998,"Fe Sport",NA,46000,NA,NA,"Black","Gray","Automatic","2WD",4,"190horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2014,"Hyundai","Sonata",13599,"GLS",NA,40000,NA,NA,"Red","n/a","Automatic","2WD",4,"190horsepower@6300rpm","179torque@4250rpm","Fleet",2.4
2014,"Hyundai","Sonata",13998,"GLS",NA,31000,NA,NA,"Gray","Gray","Automatic","2WD",4,"190horsepower@6300rpm","179torque@4250rpm","Fleet",2.4
2012,"Hyundai","Sonata",13998,"Limited",NA,53000,NA,NA,"Burgundy","Tan","Automatic","2WD",4,"274horsepower@6000rpm","269torque@1750rpm","Fleet",2
2016,"Hyundai","Sonata",14599,"SE",NA,41000,NA,NA,"Red","Gray","Automatic","2WD",4,"185horsepower@6000rpm","178torque@4000rpm","Fleet",2.4
2016,"Hyundai","Sonata",15998,"SE",NA,23000,NA,NA,"Gray","Gray","Automatic","2WD",4,"185horsepower@6000rpm","178torque@4000rpm","Fleet",2.4
2013,"Hyundai","Sonata",16599,"Hybrid Limited",NA,46000,NA,NA,"White","Tan","Automatic","2WD",4,"159horsepower@6000rpm","154torque@4500rpm","Fleet",2.4
2015,"Hyundai","Sonata",19998,"Hybrid Limited",NA,24000,NA,NA,"Blue","Gray","Automatic","2WD",4,"199horsepower@5500rpm","193torque@4500rpm","Fleet",2.4
2015,"Hyundai","Veloster",16599,"Turbo",NA,28000,NA,NA,"Silver","Black","Automatic","2WD",4,"201horsepower@6000rpm","195torque@1750rpm","Fleet",1.6
2016,"Infiniti","Q70",35998,NA,NA,16000,NA,NA,"Gray","Black","Automatic","4WD",6,"330horsepower@7000rpm","270torque@5200rpm","Fleet",3.7
2016,"Infiniti","QX60",34998,NA,NA,18000,NA,NA,"Silver","Black","Automatic","4WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2016,"Infiniti","QX70",32998,NA,NA,23000,NA,NA,"Gray","Gray","Automatic","4WD",6,"325horsepower@7000rpm","267torque@5200rpm","Fleet",3.7
2015,"Infiniti","QX80",52998,NA,NA,9000,NA,NA,"Gray","Black","Automatic","4WD",8,"400horsepower@5800rpm","413torque@4000rpm","Fleet",5.6
2015,"Jeep","Cherokee",18998,"Latitude",NA,55000,NA,NA,"Silver","Black","Automatic","4WD",4,"N/A","N/A","Fleet",2.4
2014,"Jeep","Cherokee",17998,"Latitude",NA,17000,NA,NA,"White","Black","Automatic","2WD",6,"271horsepower@6500rpm","239torque@4400rpm","Fleet",3.2
2014,"Jeep","Cherokee",18599,"Latitude",NA,30000,NA,NA,"Gray","Black","Automatic","4WD",6,"271horsepower@6500rpm","239torque@4400rpm","Fleet",3.2
2014,"Jeep","Cherokee",NA,"Latitude",NA,22000,NA,NA,"Silver","Gray","Automatic","4WD",6,"271horsepower@6500rpm","239torque@4400rpm","Fleet",3.2
2014,"Jeep","Cherokee",19998,"Latitude",NA,31000,NA,NA,"Gray","Gray","Automatic","4WD",6,"271horsepower@6500rpm","239torque@4400rpm","Fleet",3.2
2014,"Jeep","Cherokee",NA,"Limited",NA,39000,NA,NA,"Gray","Black","Automatic","4WD",6,"271horsepower@6500rpm","239torque@4400rpm","Fleet",3.2
2014,"Jeep","Cherokee",16998,"Sport",NA,45000,NA,NA,"White","Black","Automatic","4WD",4,"184horsepower@6250rpm","171torque@4800rpm","Fleet",2.4
2016,"Jeep","Cherokee",20599,"Sport",NA,4000,NA,NA,"White","Black","Automatic","2WD",4,"184horsepower@6250rpm","171torque@4800rpm","Fleet",2.4
2014,"Jeep","Compass",15998,"Latitude",NA,27000,NA,NA,"Gray","Black","Automatic","2WD",4,"172horsepower@6000rpm","165torque@4400rpm","Fleet",2.4
2014,"Jeep","Compass",15998,"Latitude",NA,31000,NA,NA,"Gray","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2015,"Jeep","Compass",16998,"Limited",NA,16000,NA,NA,"Gray","Black","Automatic","2WD",4,"172horsepower@6000rpm","165torque@4400rpm","Fleet",2.4
2015,"Jeep","Patriot",14998,"Altitude",NA,21000,NA,NA,"White","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2014,"Jeep","Patriot",14599,"Latitude",NA,28000,NA,NA,"White","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2014,"Jeep","Patriot",14599,"Latitude",NA,28000,NA,NA,"White","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2014,"Jeep","Patriot",14998,"Latitude",NA,12000,NA,NA,"Red","Gray","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2012,"Jeep","Patriot",12599,"Limited",NA,98000,NA,NA,"Gray","Black","Automatic","4WD",4,"172horsepower@6000rpm","165torque@4400rpm","Fleet",2.4
2016,"Jeep","Patriot",14599,"Sport",NA,29000,NA,NA,"Black","Black","Automatic","2WD",4,"172horsepower@6000rpm","165torque@4400rpm","Fleet",2.4
2011,"Jeep","Patriot",11998,"Sport",NA,78000,NA,NA,"Gray","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2014,"Jeep","Wrangler",23599,"Sport",NA,46000,NA,NA,"Gray","Black","Manual6Speed","4WD",6,"285horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2015,"Kia","Cadenza",19998,"Premium",NA,19000,NA,NA,"Black","Black","Automatic","2WD",6,"293horsepower@6400rpm","255torque@5200rpm","Fleet",3.3
2016,"Kia","Cadenza",21998,"Premium",NA,15000,NA,NA,"White","Tan","Automatic","2WD",6,"293horsepower@6400rpm","255torque@5200rpm","Fleet",3.3
2014,"Kia","Cadenza",20599,"Premium",NA,19000,NA,NA,"Black","Tan","Automatic","2WD",6,"293horsepower@6400rpm","255torque@5200rpm","Fleet",3.3
2010,"Kia","Forte",7998,"EX",NA,122000,NA,NA,"Silver","Gray","Automatic","2WD",4,"154horsepower@6200rpm","139torque@4600rpm","Fleet",2
2015,"Kia","Forte",12998,"LX",NA,21000,NA,NA,"Silver","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2015,"Kia","Forte",12998,"LX",NA,21000,NA,NA,"Silver","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2013,"Kia","Optima",15599,"EX",NA,36000,NA,NA,"Silver","Tan","Automatic","2WD",4,"200horsepower@6300rpm","186torque@4250rpm","Fleet",2.4
2010,"Kia","Optima",9998,"LX",NA,85000,NA,NA,"Brown","Tan","Automatic","2WD",4,"175horsepower@6000rpm","169torque@4000rpm","Fleet",2.4
2010,"Kia","Optima",9998,"LX",NA,85000,NA,NA,"Brown","Tan","Automatic","2WD",4,"175horsepower@6000rpm","169torque@4000rpm","Fleet",2.4
2013,"Kia","Optima",12599,"LX",NA,67000,NA,NA,"Brown","Tan","Automatic","2WD",4,"200horsepower@6300rpm","186torque@4250rpm","Fleet",2.4
2015,"Kia","Optima",21599,"SX",NA,6000,NA,NA,"Red","Black","Automatic","2WD",4,"274horsepower@6000rpm","269torque@1650rpm","Fleet",2
2015,"Kia","Rio",11599,"LX",NA,31000,NA,NA,"Red","Gray","Automatic","2WD",4,"138horsepower@6300rpm","123torque@4850rpm","Fleet",1.6
2009,"Kia","Sedona",NA,"LX",NA,91000,NA,NA,"Burgundy","Gray","Automatic","2WD",6,"244horsepower@6000rpm","253torque@3500rpm","Fleet",3.8
2009,"Kia","Sedona",NA,"LX",NA,91000,NA,NA,"Burgundy","Gray","Automatic","2WD",6,"244horsepower@6000rpm","253torque@3500rpm","Fleet",3.8
2016,"Kia","Sorento",22998,"LX",NA,16000,NA,NA,"Black","Tan","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2016,"Kia","Sorento",21998,"LX",NA,28000,NA,NA,"Black","Black","Automatic","4WD",4,"185horsepower@6000rpm","178torque@4000rpm","Fleet",2.4
2016,"Kia","Sorento",20998,"LX",NA,37000,NA,NA,"Blue","Black","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2016,"Kia","Sorento",20998,"LX",NA,36000,NA,NA,"White","Tan","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2012,"Kia","Soul",11998,"+",NA,64000,NA,NA,"White","Black","Automatic","2WD",4,"164horsepower@6500rpm","148torque@4800rpm","Fleet",2
2013,"Land","LR4",NA,"HSE",NA,50000,NA,NA,"Silver","Black","Automatic","4WD",8,"375horsepower@6500rpm","375torque@3500rpm","Fleet",5
2013,"Lexus","CT",17998,"200h",NA,58000,NA,NA,"Gray","Black","Automatic","2WD",4,"98horsepower@5200rpm","105torque@4000rpm","Fleet",1.8
2014,"Lexus","ES",26998,"350",NA,19000,NA,NA,"White","Tan","Automatic","2WD",6,"268horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2010,"Lexus","GS",NA,"350",NA,78000,NA,NA,"Black","Black","Automatic","4WD",6,"303horsepower@6200rpm","274torque@3600rpm","Fleet",3.5
2014,"Lexus","GX",38998,"460",NA,33000,NA,NA,"Gray","Gray","Automatic","4WD",8,"301horsepower@5500rpm","329torque@3500rpm","Fleet",4.6
2008,"Lexus","RX",16599,"400h",NA,89000,NA,NA,"Silver","Gray","Automatic","4WD",6,"208horsepower@5600rpm","212torque@4400rpm","Fleet",3.3
2014,"Lincoln","MKX",25998,NA,NA,44000,NA,NA,"Black","Brown","Automatic","4WD",6,"305horsepower@6500rpm","280torque@4000rpm","Fleet",3.7
2013,"Lincoln","MKX",21599,NA,NA,39000,NA,NA,"Black","Tan","Automatic","2WD",6,"305horsepower@6500rpm","280torque@4000rpm","Fleet",3.7
2014,"Lincoln","MKZ",NA,"Hybrid",NA,15000,NA,NA,"Red","Tan","Automatic","2WD",4,"188horsepower@0rpm","129torque@4000rpm","Fleet",2
2006,"Mazda","Mazda3",8998,"I",NA,88000,NA,NA,"Red","Black","Automatic","2WD",4,"150horsepower@6500rpm","135torque@4500rpm","Fleet",2
2015,"Mazda","Mazda3",14998,"i Sport",NA,37000,NA,NA,"Gray","Gray","Automatic","2WD",4,"155horsepower@6000rpm","150torque@4000rpm","Fleet",2
2015,"Mazda","Mazda3",22599,"s Grand Touring",NA,7000,NA,NA,"Red","Black","Automatic","2WD",4,"184horsepower@5700rpm","185torque@3250rpm","Fleet",2.5
2015,"Mazda","Mazda5",13998,"Sport",NA,39000,NA,NA,"Red","Black","Automatic","2WD",4,"157horsepower@6000rpm","163torque@4000rpm","Fleet",2.5
2016,"Mazda","Mazda6",16599,"i Sport",NA,40000,NA,NA,"Silver","Black","Automatic","2WD",4,"184horsepower@5700rpm","185torque@3250rpm","Fleet",2.5
2011,"Mercedes-Benz","C300",15998,"Sport",NA,61000,NA,NA,"Silver","Black","Automatic","2WD",6,"228horsepower@6000rpm","221torque@2700rpm","Fleet",3
2015,"Mercedes-Benz","C400",40998,NA,NA,3000,NA,NA,"Black","Black","Automatic","4WD",6,"329horsepower@5250rpm","354torque@1600rpm","Fleet",3
2014,"Mercedes-Benz","C63",43998,"AMG",NA,28000,NA,NA,"Silver","Black","Automatic","2WD",8,"451horsepower@6500rpm","443torque@5000rpm","Fleet",6.3
2011,"Mercedes-Benz","E350",19599,"Sport",NA,53000,NA,NA,"Gold","Tan","Automatic","2WD",6,"268horsepower@6000rpm","258torque@2400rpm","Fleet",3.5
2011,"Mercedes-Benz","E350",19599,"Sport",NA,53000,NA,NA,"Gold","Tan","Automatic","2WD",6,"268horsepower@6000rpm","258torque@2400rpm","Fleet",3.5
2015,"Mercedes-Benz","GLK350",27998,NA,NA,41000,NA,NA,"White","Black","Automatic","4WD",6,"302horsepower@6500rpm","273torque@3500rpm","Fleet",3.5
2012,"Mercedes-Benz","GLK350",23998,NA,NA,45000,NA,NA,"Burgundy","Tan","Automatic","4WD",6,"268horsepower@6000rpm","258torque@2400rpm","Fleet",3.5
2013,"Mercedes-Benz","S550",41998,NA,NA,49000,NA,NA,"White","Black","Automatic","2WD",8,"429horsepower@5250rpm","516torque@1800rpm","Fleet",4.6
2011,"Mini","Cooper",12998,NA,NA,41000,NA,NA,"Tan","Black","Automatic","2WD",4,"121horsepower@6000rpm","114torque@4250rpm","Fleet",1.6
2014,"Mini","Cooper",21998,"Countryman S",NA,26000,NA,NA,"Red","Black","Automatic","4WD",4,"181horsepower@5500rpm","192torque@1600rpm","Fleet",1.6
2014,"Mini","Cooper",16599,"Hardtop",NA,14000,NA,NA,"Orange","Black","Automatic","2WD",3,"134horsepower@4500rpm","162torque@1250rpm","Fleet",1.5
2016,"Mitsubishi","Lancer",12998,"ES",NA,37000,NA,NA,"Silver","Black","Automatic","2WD",4,"148horsepower@6000rpm","145torque@4200rpm","Fleet",2
2014,"Mitsubishi","Mirage",8599,"DE",NA,48000,NA,NA,"Black","Gray","Manual5Speed","2WD",3,"74horsepower@6000rpm","74torque@4000rpm","Fleet",1.2
2015,"Mitsubishi","Mirage",9599,"DE",NA,42000,NA,NA,"Black","Black","Automatic","2WD",3,"74horsepower@6000rpm","74torque@4000rpm","Fleet",1.2
2014,"Mitsubishi","Outlander",14998,"Sport ES",NA,20000,NA,NA,"Black","Black","Automatic","2WD",4,"148horsepower@6000rpm","145torque@4200rpm","Fleet",2
2015,"Nissan","Altima",15998,"S",NA,38000,NA,NA,"Gray","Tan","Automatic","2WD",4,"182horsepower@6000rpm","180torque@4000rpm","Fleet",2.5
2016,"Nissan","Altima",15998,"S",NA,29000,NA,NA,"Silver","Black","Automatic","2WD",4,"182horsepower@6000rpm","180torque@4000rpm","Fleet",2.5
2015,"Nissan","Altima",14599,"S",NA,50000,NA,NA,"Black","Black","Automatic","2WD",4,"182horsepower@6000rpm","180torque@4000rpm","Fleet",2.5
2016,"Nissan","Altima",15998,"S",NA,26000,NA,NA,"Red","Gray","Automatic","2WD",4,"182horsepower@6000rpm","180torque@4000rpm","Fleet",2.5
2015,"Nissan","Altima",18998,"SL",NA,42000,NA,NA,"Gray","Black","Automatic","2WD",6,"270horsepower@6000rpm","251torque@4400rpm","Fleet",3.5
2015,"Nissan","Armada",36998,"SL",NA,14000,NA,NA,"White","Black","Automatic","4WD",8,"317horsepower@5200rpm","385torque@3400rpm","Fleet",5.6
2013,"Nissan","Armada",25998,"SV",NA,56000,NA,NA,"White","Tan","Automatic","4WD",8,"317horsepower@5200rpm","385torque@3400rpm","Fleet",5.6
2016,"Nissan","Frontier",23998,"SV",NA,11000,NA,NA,"Silver","Gray","Automatic","4WD",6,"261horsepower@5600rpm","281torque@4000rpm","Fleet",4
2014,"Nissan","Frontier",22998,"SV",NA,40000,NA,NA,"Black","Gray","Automatic","4WD",6,"261horsepower@5600rpm","281torque@4000rpm","Fleet",4
2016,"Nissan","Frontier",22998,"SV",NA,26000,NA,NA,"Black","Gray","Automatic","4WD",6,"261horsepower@5600rpm","281torque@4000rpm","Fleet",4
2015,"Nissan","Frontier",NA,"SV",NA,31000,NA,NA,"Silver","Gray","Automatic","4WD",6,"261horsepower@5600rpm","281torque@4000rpm","Fleet",4
2012,"Nissan","Frontier",21998,"SV",NA,42000,NA,NA,"Red","Gray","Automatic","4WD",6,"261horsepower@5600rpm","281torque@4000rpm","Fleet",4
2014,"Nissan","Maxima",20998,"SV",NA,33000,NA,NA,"Silver","Black","Automatic","2WD",6,"290horsepower@6400rpm","261torque@4400rpm","Fleet",3.5
2014,"Nissan","Pathfinder",21998,"SV",NA,34000,NA,NA,"Gray","Tan","Automatic","4WD",6,"260horsepower@6400rpm","240torque@4400rpm","Fleet",3.5
2009,"Nissan","Rogue",13998,"SL",NA,70000,NA,NA,"Blue","Black","Automatic","4WD",4,"170horsepower@6000rpm","175torque@4400rpm","Fleet",2.5
2015,"Nissan","Sentra",17998,"SR",NA,14000,NA,NA,"Gray","Black","Automatic","2WD",4,"130horsepower@6000rpm","128torque@3600rpm","Fleet",1.8
2008,"Nissan","Titan",16998,"PRO-4X",NA,120000,NA,NA,"Silver","Gray","Automatic","4WD",8,"317horsepower@5200rpm","385torque@3400rpm","Fleet",5.6
2015,"Nissan","Versa",9998,"S",NA,27000,NA,NA,"Gray","Black","Automatic","2WD",4,"109horsepower@6000rpm","107torque@4400rpm","Fleet",1.6
2015,"Nissan","Versa",11998,"S Plus",NA,16000,NA,NA,"Black","Black","Automatic","2WD",4,"109horsepower@6000rpm","107torque@4400rpm","Fleet",1.6
2015,"Nissan","Versa",11998,"SV",NA,26000,NA,NA,"Gray","Black","Automatic","2WD",4,"109horsepower@6000rpm","107torque@4400rpm","Fleet",1.6
2015,"Nissan","Versa",11998,"SV",NA,30000,NA,NA,"Gray","Black","Automatic","2WD",4,"109horsepower@6000rpm","107torque@4400rpm","Fleet",1.6
2012,"Nissan","Versa",NA,"SV",NA,42000,NA,NA,"Blue","Black","Automatic","2WD",4,"109horsepower@6000rpm","107torque@4400rpm","Fleet",1.6
2015,"Nissan","Versa",10599,"Note S",NA,16000,NA,NA,"Blue","Black","Automatic","2WD",4,"109horsepower@6000rpm","107torque@4400rpm","Fleet",1.6
2009,"Pontiac","Vibe",9599,"GT",NA,63000,NA,NA,"Red","Black","Automatic","2WD",4,"158horsepower@6000rpm","162torque@4000rpm","Fleet",2.4
2014,"Scion","xB",15998,NA,NA,14000,NA,NA,"Black","Black","Automatic","2WD",4,"158horsepower@6000rpm","162torque@4000rpm","Fleet",2.4
2015,"Subaru","Forester",23599,"2.5i Limited",NA,33000,NA,NA,"White","Gray","Automatic","4WD",4,"170horsepower@5800rpm","174torque@4100rpm","Fleet",2.5
2015,"Subaru","Forester",21599,"2.5i Premium",NA,42000,NA,NA,"White","Gray","Automatic","4WD",4,"170horsepower@5800rpm","174torque@4100rpm","Fleet",2.5
2014,"Subaru","Forester",19998,"2.5i Premium",NA,40000,NA,NA,"Gray","Black","Automatic","4WD",4,"170horsepower@5800rpm","174torque@4100rpm","Fleet",2.5
2014,"Subaru","Forester",19998,"2.5i Premium",NA,40000,NA,NA,"Gray","Black","Automatic","4WD",4,"170horsepower@5800rpm","174torque@4100rpm","Fleet",2.5
2013,"Subaru","Forester",17998,"2.5X Premium",NA,66000,NA,NA,"Silver","Black","Automatic","4WD",4,"170horsepower@5800rpm","174torque@4100rpm","Fleet",2.5
2013,"Subaru","Impreza",17599,"2.0i Premium",NA,36000,NA,NA,"Purple","Tan","Automatic","4WD",4,"148horsepower@6200rpm","145torque@4200rpm","Fleet",2
2007,"Subaru","Impreza",9998,"Outback",NA,124000,NA,NA,"Silver","Blue","Manual5Speed","4WD",4,"173horsepower@6000rpm","166torque@4400rpm","Fleet",2.5
2014,"Subaru","Impreza",NA,"WRX",NA,21000,NA,NA,"White","Black","Manual5Speed","4WD",4,"265horsepower@6000rpm","244torque@4000rpm","Fleet",2.5
2014,"Subaru","Legacy",15998,"2.5i",NA,51000,NA,NA,"White","Tan","Automatic","4WD",4,"170horsepower@5600rpm","170torque@4000rpm","Fleet",2.5
2015,"Subaru","Legacy",25998,"Limited",NA,8000,NA,NA,"White","Tan","Automatic","4WD",4,"175horsepower@5800rpm","174torque@4000rpm","Fleet",2.5
2014,"Subaru","Outback",25998,"2.5i Limited",NA,19000,NA,NA,"Gold","Tan","Automatic","4WD",4,"173horsepower@5600rpm","174torque@4000rpm","Fleet",2.5
2014,"Subaru","Outback",23998,"2.5i Limited",NA,28000,NA,NA,"Gray","Black","Automatic","4WD",4,"173horsepower@5600rpm","174torque@4000rpm","Fleet",2.5
2014,"Subaru","Outback",24998,"2.5i Limited",NA,19000,NA,NA,"Red","Black","Automatic","4WD",4,"173horsepower@5600rpm","174torque@4000rpm","Fleet",2.5
2014,"Subaru","Outback",22998,"2.5i Limited",NA,42000,NA,NA,"Blue","Black","Automatic","4WD",4,"173horsepower@5600rpm","174torque@4000rpm","Fleet",2.5
2014,"Subaru","Outback",21998,"2.5i Premium",NA,30000,NA,NA,"Blue","Gray","Automatic","4WD",4,"173horsepower@5600rpm","174torque@4000rpm","Fleet",2.5
2014,"Subaru","Outback",22599,"2.5i Premium",NA,24000,NA,NA,"Gray","Black","Automatic","4WD",4,"173horsepower@5600rpm","174torque@4000rpm","Fleet",2.5
2015,"Subaru","Outback",25998,"Limited",NA,41000,NA,NA,"White","Tan","Automatic","4WD",4,"175horsepower@5800rpm","174torque@4000rpm","Fleet",2.5
2015,"Subaru","Outback",24998,"Limited",NA,43000,NA,NA,"Blue","Black","Automatic","4WD",4,"175horsepower@5800rpm","174torque@4000rpm","Fleet",2.5
2015,"Subaru","XV",23998,"Crosstrek Premium",NA,18000,NA,NA,"Gray","Black","Automatic","4WD",4,"148horsepower@6200rpm","145torque@4200rpm","Fleet",2
2014,"Subaru","XV",20998,"Crosstrek Premium",NA,27000,NA,NA,"White","Tan","Automatic","4WD",4,"148horsepower@6200rpm","145torque@4200rpm","Fleet",2
2014,"Toyota","4Runner",37998,"Limited",NA,33000,NA,NA,"Silver","Brown","Automatic","4WD",6,"270horsepower@5600rpm","278torque@4400rpm","Fleet",4
2008,"Toyota","4Runner",16998,"SR5",NA,90000,NA,NA,"Silver","Gray","Automatic","2WD",6,"N/A","N/A","Fleet",4
2009,"Toyota","Avalon",9998,"XL",NA,104000,NA,NA,"Gray","Tan","Automatic","2WD",6,"268horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2012,"Toyota","Camry",12998,"LE",NA,53000,NA,NA,"Gold","Tan","Automatic","2WD",4,"178horsepower@6000rpm","170torque@4100rpm","Fleet",2.5
2012,"Toyota","Camry",12998,"LE",NA,53000,NA,NA,"Gold","Tan","Automatic","2WD",4,"178horsepower@6000rpm","170torque@4100rpm","Fleet",2.5
2012,"Toyota","Camry",12599,"SE",NA,127000,NA,NA,"Black","Black","Automatic","2WD",6,"268horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2015,"Toyota","Camry",20998,"XSE",NA,16000,NA,NA,"Black","Black","Automatic","2WD",4,"N/A","N/A","Fleet",2.5
2012,"Toyota","Corolla",9998,"LE",NA,1e+05,NA,NA,"Black","Gray","Automatic","2WD",4,"132horsepower@6000rpm","128torque@4400rpm","Fleet",1.8
2010,"Toyota","Corolla",NA,"S",NA,89000,NA,NA,"Gray","Gray","Automatic","2WD",4,"132horsepower@6000rpm","128torque@4400rpm","Fleet",1.8
2014,"Toyota","Corolla",14998,"S Plus",NA,33000,NA,NA,"Blue","Black","Automatic","2WD",4,"132horsepower@6000rpm","128torque@4400rpm","Fleet",1.8
2008,"Toyota","FJ",23998,"Cruiser",NA,49000,NA,NA,"Silver","Black","Automatic","4WD",6,"239horsepower@5200rpm","278torque@3700rpm","Fleet",4
2011,"Toyota","Highlander",19998,NA,NA,68000,NA,NA,"Burgundy","Tan","Automatic","4WD",6,"270horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2011,"Toyota","Prius",NA,"Two",NA,42000,NA,NA,"Gray","Gray","Automatic","2WD",4,"98horsepower@5200rpm","105torque@4000rpm","Fleet",1.8
2014,"Toyota","Prius",14998,"Two",NA,45000,NA,NA,"Gray","Black","Automatic","2WD",4,"134horsepower@5200rpm","105torque@4000rpm","Fleet",1.8
2013,"Toyota","Prius",13599,"c Two",NA,25000,NA,NA,"White","Gray","Automatic","2WD",4,"73horsepower@4800rpm","82torque@4000rpm","Fleet",1.5
2014,"Toyota","Prius",21599,"v Five",NA,25000,NA,NA,"Gray","Gray","Automatic","2WD",4,"134horsepower@5200rpm","105torque@4000rpm","Fleet",1.8
2012,"Toyota","RAV4",15998,"Sport",NA,64000,NA,NA,"Burgundy","Black","Automatic","2WD",4,"179horsepower@6000rpm","172torque@4000rpm","Fleet",2.5
2016,"Toyota","Sequoia",36998,"SR5",NA,28000,NA,NA,"White","Gray","Automatic","4WD",8,"381horsepower@5600rpm","401torque@3600rpm","Fleet",5.7
2009,"Toyota","Sienna",NA,"LE",NA,76000,NA,NA,"Gray","Gray","Automatic","2WD",6,"266horsepower@6200rpm","245torque@4700rpm","Fleet",3.5
2016,"Toyota","Tacoma",30998,"SR5",NA,24000,NA,NA,"Gray","Gray","Automatic","4WD",6,"278horsepower@6000rpm","265torque@4600rpm","Fleet",3.5
2010,"Toyota","Tacoma",22599,NA,NA,102000,NA,NA,"Silver","Gray","Automatic","4WD",6,"236horsepower@5200rpm","266torque@4000rpm","Fleet",4
2014,"Toyota","Tundra",39998,"Limited",NA,19000,NA,NA,"Blue","Tan","Automatic","4WD",8,"381horsepower@5600rpm","401torque@3600rpm","Fleet",5.7
2015,"Toyota","Tundra",NA,"Platinum",NA,18000,NA,NA,"Silver","Black","Automatic","4WD",8,"381horsepower@5600rpm","401torque@3600rpm","Fleet",5.7
