"Year","Make","Model","Price","Trim","Body","Mileage","VIN","TitleType","ExteriorColor","InteriorColor","Transmission","Drive","Cylinders","Horsepower","Torque","PriorUse","EngineLiter"
2015,"Chevrolet","Corvette",51998,"Stingray Z51",NA,4000,NA,NA,"Blue","Brown","Manual7Speed","2WD",8,"460horsepower@6000rpm","465torque@4600rpm","Fleet",6.2
2008,"Chevrolet","Equinox",12599,"LS",NA,59000,NA,NA,"Blue","Gray","Automatic","4WD",6,"185horsepower@5200rpm","210torque@3800rpm","Fleet",3.4
2013,"Chevrolet","Equinox",18998,"LT",NA,40000,NA,NA,"White","Black","Automatic","2WD",6,"301horsepower@6500rpm","272torque@4800rpm","Fleet",3.6
2015,"Chevrolet","Equinox",17998,"LT",NA,44000,NA,NA,"Red","Black","Automatic","2WD",4,"182horsepower@6700rpm","172torque@4900rpm","Fleet",2.4
2013,"Chevrolet","Impala",11599,"LT",NA,78000,NA,NA,"White","Black","Automatic","2WD",6,"303horsepower@6800rpm","264torque@5300rpm","Fleet",3.6
2015,"Chevrolet","Impala",13599,"Limited LT",NA,41000,NA,NA,"White","Tan","Automatic","2WD",6,"305horsepower@6800rpm","264torque@5300rpm","Fleet",3.6
2014,"Chevrolet","Malibu",15998,"LS",NA,21000,NA,NA,"Gray","Black","Automatic","2WD",4,"197horsepower@6300rpm","186torque@4400rpm","Fleet",2.5
2016,"Chevrolet","Malibu",16998,"Limited LTZ",NA,46000,NA,NA,"Silver","Black","Automatic","2WD",4,"196horsepower@6300rpm","191torque@4400rpm","Fleet",2.5
2013,"Chevrolet","Silverado",24599,"1500 LT",NA,86000,NA,NA,"White","Black","Automatic","4WD",8,"315horsepower@5200rpm","335torque@4000rpm","Fleet",5.3
2013,"Chevrolet","Silverado",25998,"1500 LT",NA,86000,NA,NA,"Red","Gray","Automatic","4WD",8,"315horsepower@5200rpm","335torque@4000rpm","Fleet",5.3
2014,"Chevrolet","Sonic",10998,"LT",NA,67000,NA,NA,"Gray","Black","Automatic","2WD",4,"138horsepower@4900rpm","148torque@1850rpm","Fleet",1.4
2014,"Chevrolet","Sonic",10998,"LT",NA,67000,NA,NA,"Gray","Black","Automatic","2WD",4,"138horsepower@4900rpm","148torque@1850rpm","Fleet",1.4
2014,"Chevrolet","Spark",9599,"EV LT",NA,45000,NA,NA,"White","Black","Automatic","2WD",NA,"130horsepower@0rpm","83torque@0rpm","Fleet",0
2014,"Chevrolet","Spark",9599,"EV LT",NA,45000,NA,NA,"White","Black","Automatic","2WD",NA,"130horsepower@0rpm","83torque@0rpm","Fleet",0
2014,"Chevrolet","Spark",9998,"EV LT",NA,30000,NA,NA,"Black","Black","Automatic","2WD",NA,"130horsepower@0rpm","83torque@0rpm","Fleet",0
2014,"Chevrolet","Spark",9599,"EV LT",NA,22000,NA,NA,"Black","Gray","Automatic","2WD",NA,"130horsepower@0rpm","83torque@0rpm","Fleet",0
2014,"Chevrolet","Spark",9998,"EV LT",NA,33000,NA,NA,"Silver","Black","Automatic","2WD",NA,"130horsepower@0rpm","83torque@0rpm","Fleet",0
2014,"Chevrolet","Volt",16998,NA,NA,36000,NA,NA,"Red","Gray","Automatic","2WD",4,"149horsepower@4800rpm","273torque@0rpm","Fleet",1.4
2014,"Chevrolet","Volt",15998,NA,NA,36000,NA,NA,"Silver","Black","Automatic","2WD",4,"149horsepower@4800rpm","273torque@0rpm","Fleet",1.4
2014,"Chevrolet","Volt",NA,NA,NA,43000,NA,NA,"Black","Tan","Automatic","2WD",4,"149horsepower@4800rpm","273torque@0rpm","Fleet",1.4
2014,"Chevrolet","Volt",17998,NA,NA,27000,NA,NA,"Gray","Black","Automatic","2WD",4,"149horsepower@4800rpm","273torque@0rpm","Fleet",1.4
2014,"Chevrolet","Volt",15998,NA,NA,51000,NA,NA,"Red","Black","Automatic","2WD",4,"149horsepower@4800rpm","273torque@0rpm","Fleet",1.4
2014,"Chevrolet","Volt",NA,NA,NA,33000,NA,NA,"Brown","Tan","Automatic","2WD",4,"149horsepower@4800rpm","273torque@0rpm","Fleet",1.4
2014,"Chrysler","200",NA,"LX",NA,44000,NA,NA,"Burgundy","Black","Automatic","2WD",6,"283horsepower@6400rpm","260torque@4400rpm","Fleet",3.6
2016,"Chrysler","300",20998,"Limited",NA,15000,NA,NA,"Silver","Black","Automatic","2WD",6,"292horsepower@6350rpm","260torque@4800rpm","Fleet",3.6
2016,"Chrysler","300",21998,"Limited",NA,14000,NA,NA,"Burgundy","Black","Automatic","2WD",6,"292horsepower@6350rpm","260torque@4800rpm","Fleet",3.6
2016,"Chrysler","300",23998,"Limited",NA,12000,NA,NA,"Silver","Black","Automatic","2WD",6,"292horsepower@6350rpm","260torque@4800rpm","Fleet",3.6
2012,"Chrysler","Town",NA,"and Country Touring",NA,81000,NA,NA,"Gray","Black","Automatic","2WD",6,"283horsepower@6400rpm","260torque@4400rpm","Fleet",3.6
2016,"Chrysler","Town",22998,"and Country Touring",NA,25000,NA,NA,"Black","Tan","Automatic","2WD",6,"283horsepower@6400rpm","260torque@4400rpm","Fleet",3.6
2016,"Dodge","Charger",22998,"SE",NA,3000,NA,NA,"White","Black","Automatic","2WD",6,"292horsepower@6350rpm","260torque@4800rpm","Fleet",3.6
2013,"Dodge","Charger",34998,"SRT-8",NA,15000,NA,NA,"Silver","Brown","Automatic","2WD",8,"470horsepower@6000rpm","470torque@4300rpm","Fleet",6.4
2015,"Dodge","Dart",12998,"SXT",NA,43000,NA,NA,"Black","Black","Automatic","2WD",4,"184horsepower@6250rpm","171torque@4800rpm","Fleet",2.4
2016,"Dodge","Grand",19599,"Caravan SXT",NA,20000,NA,NA,"Black","Black","Automatic","2WD",6,"283horsepower@6400rpm","260torque@4400rpm","Fleet",3.6
2016,"Dodge","Grand",20998,"Caravan SXT",NA,19000,NA,NA,"White","Black","Automatic","2WD",6,"283horsepower@6400rpm","260torque@4400rpm","Fleet",3.6
2012,"Dodge","Ram",22599,"1500 Express",NA,53000,NA,NA,"Burgundy","Gray","Automatic","2WD",8,"390horsepower@5600rpm","407torque@4000rpm","Fleet",5.7
2013,"Dodge","Ram",31998,"1500 Sport",NA,42000,NA,NA,"Silver","Black","Automatic","4WD",8,"N/A","N/A","Fleet",5.7
2014,"Dodge","Ram",31998,"1500 Sport",NA,43000,NA,NA,"Black","Black","Automatic","4WD",8,"395horsepower@5600rpm","410torque@3950rpm","Fleet",5.7
2014,"Fiat","500L",13998,"Easy",NA,41000,NA,NA,"White","Gray","Automatic","2WD",4,"160horsepower@5500rpm","184torque@2500rpm","Fleet",1.4
2016,"Fiat","500X",20998,"Trekking Plus",NA,17000,NA,NA,"Black","Black","Automatic","2WD",4,"180horsepower@6400rpm","175torque@3900rpm","Fleet",2.4
2013,"Ford","C-Max",NA,"energi SEL",NA,25000,NA,NA,"Blue","Black","Automatic","2WD",4,"185horsepower@6000rpm","129torque@4000rpm","Fleet",2
2014,"Ford","C-Max",14998,"energi SEL",NA,48000,NA,NA,"Black","Black","Automatic","2WD",4,"188horsepower@6000rpm","129torque@4000rpm","Fleet",2
2014,"Ford","Edge",NA,"Limited",NA,26000,NA,NA,"Blue","Black","Automatic","2WD",4,"240horsepower@5500rpm","270torque@3000rpm","Fleet",2
2013,"Ford","Edge",24998,"Limited",NA,13000,NA,NA,"Red","Black","Automatic","2WD",6,"285horsepower@6500rpm","253torque@4000rpm","Fleet",3.5
2013,"Ford","Edge",NA,"SEL",NA,37000,NA,NA,"Black","Black","Automatic","2WD",6,"285horsepower@6500rpm","253torque@4000rpm","Fleet",3.5
2009,"Ford","Edge",13998,"SEL",NA,92000,NA,NA,"Pearl","Tan","Automatic","2WD",6,"265horsepower@6250rpm","250torque@4500rpm","Fleet",3.5
2013,"Ford","Escape",14998,"S",NA,55000,NA,NA,"Blue","Black","Automatic","2WD",4,"168horsepower@6000rpm","170torque@4500rpm","Fleet",2.5
2014,"Ford","Escape",15998,"S",NA,21000,NA,NA,"Orange","Black","Automatic","2WD",4,"168horsepower@6000rpm","170torque@4500rpm","Fleet",2.5
2015,"Ford","Escape",17998,"SE",NA,21000,NA,NA,"Gray","Black","Automatic","2WD",4,"240horsepower@5500rpm","270torque@3000rpm","Fleet",2
2015,"Ford","Escape",16998,"SE",NA,23000,NA,NA,"Blue","Gray","Automatic","2WD",4,"240horsepower@5500rpm","270torque@3000rpm","Fleet",2
2014,"Ford","Escape",20998,"Titanium",NA,20000,NA,NA,"Green","Black","Automatic","2WD",4,"240horsepower@5500rpm","270torque@3000rpm","Fleet",2
2008,"Ford","Escape",10998,"XLT",NA,115000,NA,NA,"Gray","Black","Automatic","2WD",6,"200horsepower@6000rpm","193torque@4850rpm","Fleet",3
2014,"Ford","Expedition",27998,"Limited",NA,67000,NA,NA,"Black","Black","Automatic","2WD",8,"310horsepower@5100rpm","365torque@3600rpm","Fleet",5.4
2014,"Ford","Expedition",31998,"EL XLT",NA,45000,NA,NA,"White","Tan","Automatic","2WD",8,"310horsepower@5100rpm","365torque@3600rpm","Fleet",5.4
2014,"Ford","Expedition",31998,"EL XLT",NA,45000,NA,NA,"White","Tan","Automatic","2WD",8,"310horsepower@5100rpm","365torque@3600rpm","Fleet",5.4
2014,"Ford","Explorer",36998,"Sport",NA,25000,NA,NA,"Red","Black","Automatic","4WD",6,"365horsepower@5500rpm","350torque@3500rpm","Fleet",3.5
2013,"Ford","F150",29998,"FX4",NA,38000,NA,NA,"Black","Black","Automatic","4WD",6,"365horsepower@5000rpm","420torque@2500rpm","Fleet",3.5
2014,"Ford","F150",34998,"King Ranch",NA,44000,NA,NA,"Blue","Brown","Automatic","2WD",6,"365horsepower@5000rpm","420torque@2500rpm","Fleet",3.5
2010,"Ford","F250",21998,"XLT",NA,78000,NA,NA,"Silver","Gray","Automatic","4WD",10,"362horsepower@4750rpm","457torque@3250rpm","Fleet",6.8
2013,"Ford","Flex",19998,"Limited",NA,89000,NA,NA,"Red","Beige","Automatic","4WD",6,"285horsepower@6500rpm","255torque@4000rpm","Fleet",3.5
2014,"Ford","Fusion",15998,"SE",NA,32000,NA,NA,"Black","Black","Automatic","2WD",4,"178horsepower@6000rpm","177torque@1500rpm","Fleet",1.5
2016,"Ford","Fusion",18998,"Titanium",NA,42000,NA,NA,"White","Black","Automatic","2WD",4,"240horsepower@5000rpm","270torque@3000rpm","Fleet",2
2014,"Ford","Fusion",18998,"Energi SE",NA,22000,NA,NA,"Gray","Black","Automatic","2WD",4,"195horsepower@6000rpm","177torque@4000rpm","Fleet",2
2013,"Ford","Fusion",19599,"Hybrid SE",NA,20000,NA,NA,"Burgundy","Black","Automatic","2WD",4,"185horsepower@0rpm","130torque@0rpm","Fleet",2
2014,"Ford","Fusion",18599,"Hybrid SE",NA,49000,NA,NA,"Black","Beige","Automatic","2WD",4,"188horsepower@6000rpm","176torque@4000rpm","Fleet",2
2015,"Ford","Mustang",21599,"EcoBoost",NA,43000,NA,NA,"Silver","Black","Automatic","2WD",4,"310horsepower@5500rpm","320torque@2500rpm","Fleet",2.3
2008,"Ford","Mustang",29998,"Shelby GT500",NA,10000,NA,NA,"White","Black","Manual6Speed","2WD",8,"500horsepower@6000rpm","480torque@4500rpm","Fleet",5.4
2011,"Ford","Mustang",15998,NA,NA,56000,NA,NA,"Yellow","Black","Automatic","2WD",6,"305horsepower@6500rpm","280torque@4250rpm","Fleet",3.7
2011,"Ford","Taurus",22599,"SHO",NA,38000,NA,NA,"Black","Black","Automatic","4WD",6,"365horsepower@5500rpm","350torque@1500rpm","Fleet",3.5
2016,"Ford","Transit",21998,"350 XLT",NA,23000,NA,NA,"White","Black","Automatic","2WD",6,"270horsepower@6500rpm","250torque@4000rpm","Fleet",3.7
2013,"GMC","Acadia",25998,"Denali",NA,81000,NA,NA,"Red","Tan","Automatic","2WD",6,"288horsepower@6300rpm","270torque@3400rpm","Fleet",3.6
2008,"GMC","Acadia",NA,"SLT",NA,53000,NA,NA,"Silver","Gray","Automatic","2WD",6,"275horsepower@6600rpm","251torque@3200rpm","Fleet",3.6
2012,"GMC","Sierra",34998,"1500 Denali",NA,32000,NA,NA,"Black","Black","Automatic","4WD",8,"403horsepower@5700rpm","417torque@4300rpm","Fleet",6.2
2010,"GMC","Sierra",26998,"1500 Denali",NA,104000,NA,NA,"Black","Black","Automatic","4WD",8,"403horsepower@5700rpm","417torque@4300rpm","Fleet",6.2
2015,"GMC","Terrain",18998,"SLE",NA,24000,NA,NA,"Black","Gray","Automatic","2WD",4,"182horsepower@6700rpm","172torque@4900rpm","Fleet",2.4
2013,"Honda","Accord",20998,"EX-L",NA,14000,NA,NA,"Silver","Black","Automatic","2WD",6,"278horsepower@6200rpm","252torque@4900rpm","Fleet",3.5
2012,"Honda","Accord",14998,"EX-L",NA,46000,NA,NA,"Silver","Black","Automatic","2WD",4,"190horsepower@7000rpm","162torque@4400rpm","Fleet",2.4
2015,"Honda","Civic",17998,"EX",NA,10000,NA,NA,"Silver","Black","Automatic","2WD",4,"143horsepower@6500rpm","129torque@4300rpm","Fleet",1.8
2016,"Honda","Civic",NA,"LX",NA,6000,NA,NA,"Black","Black","Automatic","2WD",4,"158horsepower@6500rpm","138torque@4200rpm","Fleet",2
2015,"Honda","Civic",15599,"LX",NA,40000,NA,NA,"Gray","Gray","Automatic","2WD",4,"143horsepower@6500rpm","129torque@4300rpm","Fleet",1.8
2014,"Honda","Civic",20998,"Si",NA,27000,NA,NA,"Black","Red","Manual6Speed","2WD",4,"205horsepower@7000rpm","174torque@4400rpm","Fleet",2.4
2010,"Honda","Civic",8998,"VP",NA,103000,NA,NA,"Silver","Gray","Manual5Speed","2WD",4,"140horsepower@6300rpm","128torque@4300rpm","Fleet",1.8
2014,"Honda","CR-V",18599,"EX",NA,36000,NA,NA,"Gray","Gray","Automatic","2WD",4,"185horsepower@7000rpm","163torque@4400rpm","Fleet",2.4
2009,"Honda","CR-V",13998,"EX",NA,79000,NA,NA,"Blue","Gray","Automatic","2WD",4,"166horsepower@5800rpm","161torque@4200rpm","Fleet",2.4
2011,"Honda","CR-V",13998,"EX-L",NA,97000,NA,NA,"White","Gray","Automatic","2WD",4,"180horsepower@6800rpm","161torque@4400rpm","Fleet",2.4
2014,"Honda","CR-V",19998,"LX",NA,16000,NA,NA,"Black","Black","Automatic","2WD",4,"185horsepower@7000rpm","163torque@4400rpm","Fleet",2.4
2015,"Honda","CR-V",31998,"Touring",NA,2000,NA,NA,"Black","Black","Automatic","4WD",4,"185horsepower@6400rpm","181torque@3900rpm","Fleet",2.4
2012,"Honda","Odyssey",22998,"EX-L",NA,69000,NA,NA,"Gray","Gray","Automatic","2WD",6,"248horsepower@5700rpm","250torque@4800rpm","Fleet",3.5
2016,"Honda","Pilot",NA,"EX",NA,17000,NA,NA,"White","Black","Automatic","2WD",6,"280horsepower@6000rpm","262torque@4700rpm","Fleet",3.5
2015,"Honda","Pilot",28998,"EX-L",NA,30000,NA,NA,"Gray","Black","Automatic","2WD",6,"250horsepower@5700rpm","253torque@4800rpm","Fleet",3.5
2012,"Honda","Pilot",20998,"EX-L",NA,83000,NA,NA,"White","Gray","Automatic","2WD",6,"250horsepower@5700rpm","253torque@4800rpm","Fleet",3.5
2015,"Honda","Pilot",29998,"SE",NA,20000,NA,NA,"Black","Gray","Automatic","2WD",6,"250horsepower@5700rpm","253torque@4800rpm","Fleet",3.5
2012,"Honda","Ridgeline",21599,"RTS",NA,79000,NA,NA,"Gray","Black","Automatic","4WD",6,"250horsepower@5700rpm","247torque@4300rpm","Fleet",3.5
2008,"Hyundai","Accent",6599,"GLS",NA,126000,NA,NA,"Red","Tan","Manual5Speed","2WD",4,"110horsepower@6000rpm","107torque@4500rpm","Fleet",1.6
2009,"Hyundai","Accent",6998,"GLS",NA,113000,NA,NA,"Blue","Gray","Manual5Speed","2WD",4,"110horsepower@6000rpm","106torque@4500rpm","Fleet",1.6
2009,"Hyundai","Accent",6998,"GLS",NA,113000,NA,NA,"Blue","Gray","Manual5Speed","2WD",4,"110horsepower@6000rpm","106torque@4500rpm","Fleet",1.6
2015,"Hyundai","Accent",12599,"GS",NA,29000,NA,NA,"Red","Gray","Automatic","2WD",4,"137horsepower@6300rpm","123torque@4850rpm","Fleet",1.6
2016,"Hyundai","Accent",12599,"SE",NA,36000,NA,NA,"Red","Gray","Automatic","2WD",4,"137horsepower@6300rpm","123torque@4850rpm","Fleet",1.6
2016,"Hyundai","Accent",NA,"SE",NA,5000,NA,NA,"White","n/a","Automatic","2WD",4,"137horsepower@6300rpm","123torque@4850rpm","Fleet",1.6
2016,"Hyundai","Accent",12599,"SE",NA,42000,NA,NA,"White","Tan","Automatic","2WD",4,"137horsepower@6300rpm","123torque@4850rpm","Fleet",1.6
2015,"Hyundai","Elantra",17599,"Limited",NA,12000,NA,NA,"Red","Black","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",13998,"SE",NA,40000,NA,NA,"White","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",NA,"SE",NA,43000,NA,NA,"Gray","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2015,"Hyundai","Elantra",13599,"SE",NA,41000,NA,NA,"Gold","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",13998,"SE",NA,40000,NA,NA,"Red","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",NA,"SE",NA,40000,NA,NA,"Blue","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",NA,"SE",NA,39000,NA,NA,"Gray","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2013,"Hyundai","Equus",24998,"Signature",NA,47000,NA,NA,"Gray","Black","Automatic","2WD",8,"429horsepower@6400rpm","376torque@5000rpm","Fleet",5
2014,"Hyundai","Equus",28998,"Signature",NA,36000,NA,NA,"Black","Black","Automatic","2WD",8,"429horsepower@6400rpm","376torque@5000rpm","Fleet",5
2015,"Hyundai","Genesis",24998,"R-Spec",NA,8000,NA,NA,"Black","n/a","Manual6Speed","2WD",6,"348horsepower@6400rpm","295torque@5100rpm","Fleet",3.8
2014,"Hyundai","Santa",23998,"Fe Sport 2.0T",NA,22000,NA,NA,"White","Tan","Automatic","2WD",4,"264horsepower@6000rpm","269torque@1750rpm","Fleet",2
2015,"Hyundai","Santa",NA,"Fe Sport",NA,25000,NA,NA,"Black","Gray","Automatic","4WD",4,"190horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2016,"Hyundai","Santa",18599,"Fe Sport",NA,36000,NA,NA,"Blue","Gray","Automatic","2WD",4,"190horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2006,"Hyundai","Sonata",8599,"GLS",NA,95000,NA,NA,"Gold","Tan","Automatic","2WD",6,"235horsepower@6000rpm","226torque@3500rpm","Fleet",3.3
2014,"Hyundai","Sonata",13998,"GLS",NA,37000,NA,NA,"Red","Tan","Automatic","2WD",4,"190horsepower@6300rpm","179torque@4250rpm","Fleet",2.4
2011,"Hyundai","Sonata",10599,"GLS",NA,113000,NA,NA,"Silver","Gray","Automatic","2WD",4,"198horsepower@6300rpm","184torque@4250rpm","Fleet",2.4
2011,"Hyundai","Sonata",10599,"GLS",NA,113000,NA,NA,"Silver","Gray","Automatic","2WD",4,"198horsepower@6300rpm","184torque@4250rpm","Fleet",2.4
2013,"Hyundai","Sonata",13599,"GLS",NA,51000,NA,NA,"Red","Tan","Automatic","2WD",4,"198horsepower@6300rpm","184torque@4250rpm","Fleet",2.4
2015,"Hyundai","Sonata",NA,"Limited",NA,54000,NA,NA,"Silver","Brown","Automatic","2WD",4,"185horsepower@6000rpm","178torque@4000rpm","Fleet",2.4
2015,"Hyundai","Sonata",14998,"SE",NA,44000,NA,NA,"Brown","Tan","Automatic","2WD",4,"185horsepower@6000rpm","178torque@4000rpm","Fleet",2.4
2014,"Hyundai","Sonata",15998,"SE",NA,25000,NA,NA,"Silver","Gray","Automatic","2WD",4,"192horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2013,"Hyundai","Sonata",16998,"Hybrid Limited",NA,36000,NA,NA,"Silver","Gray","Automatic","2WD",4,"159horsepower@6000rpm","154torque@4500rpm","Fleet",2.4
2016,"Hyundai","Tucson",23998,"Sport",NA,9000,NA,NA,"Gray","Gray","Automatic","2WD",4,"175horsepower@5500rpm","195torque@1500rpm","Fleet",1.6
2008,"Infiniti","EX35",NA,"Journey",NA,103000,NA,NA,"Black","Black","Automatic","2WD",6,"297horsepower@6800rpm","253torque@4800rpm","Fleet",3.5
2007,"Infiniti","G35",NA,NA,NA,58000,NA,NA,"Silver","Black","Manual6Speed","2WD",6,"293horsepower@6400rpm","258torque@4800rpm","Fleet",3.5
2013,"Infiniti","G37",NA,"Journey",NA,37000,NA,NA,"Black","Gray","Automatic","2WD",6,"328horsepower@7000rpm","269torque@5200rpm","Fleet",3.7
2015,"Infiniti","Q40",24599,NA,NA,24000,NA,NA,"Black","Black","Automatic","2WD",6,"328horsepower@7000rpm","269torque@5200rpm","Fleet",3.7
2014,"Infiniti","Q50",29998,"Sport",NA,29000,NA,NA,"Red","Black","Automatic","2WD",6,"328horsepower@7000rpm","269torque@5200rpm","Fleet",3.7
2014,"Infiniti","Q60",23599,"Journey",NA,23000,NA,NA,"Black","Black","Automatic","2WD",6,"330horsepower@7000rpm","270torque@5200rpm","Fleet",3.7
2014,"Infiniti","Q60",24998,"Journey",NA,14000,NA,NA,"Gray","Black","Automatic","2WD",6,"330horsepower@7000rpm","270torque@5200rpm","Fleet",3.7
2014,"Infiniti","Q60",23998,"Journey",NA,20000,NA,NA,"Black","Black","Automatic","2WD",6,"330horsepower@7000rpm","270torque@5200rpm","Fleet",3.7
2014,"Infiniti","Q60",23998,"Journey",NA,15000,NA,NA,"Silver","Black","Automatic","2WD",6,"330horsepower@7000rpm","270torque@5200rpm","Fleet",3.7
2013,"Infiniti","QX56",38998,NA,NA,61000,NA,NA,"Black","Black","Automatic","4WD",8,"400horsepower@5800rpm","413torque@4000rpm","Fleet",5.6
2014,"Infiniti","QX60",30998,NA,NA,31000,NA,NA,"White","Black","Automatic","2WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2014,"Infiniti","QX60",31998,"Hybrid",NA,43000,NA,NA,"Black","Black","Automatic","4WD",4,"250horsepower@5600rpm","243torque@3600rpm","Fleet",2.5
2016,"Infiniti","QX70",30998,NA,NA,23000,NA,NA,"Black","Black","Automatic","4WD",6,"325horsepower@7000rpm","267torque@5200rpm","Fleet",3.7
2013,"Jaguar","XK",42998,NA,NA,19000,NA,NA,"Silver","Blue","Automatic","2WD",8,"385horsepower@6500rpm","380torque@3500rpm","Fleet",5
2013,"Jaguar","XK",42998,NA,NA,19000,NA,NA,"Silver","Blue","Automatic","2WD",8,"385horsepower@6500rpm","380torque@3500rpm","Fleet",5
2016,"Jeep","Cherokee",18998,"Latitude",NA,12000,NA,NA,"White","Black","Automatic","2WD",4,"184horsepower@6250rpm","171torque@4800rpm","Fleet",2.4
2014,"Jeep","Cherokee",NA,"Limited",NA,30000,NA,NA,"White","Gray","Automatic","4WD",6,"271horsepower@6500rpm","239torque@4400rpm","Fleet",3.2
2015,"Jeep","Compass",14599,"Sport",NA,40000,NA,NA,"Red","Gray","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2013,"Jeep","Grand",22998,"Cherokee Laredo",NA,19000,NA,NA,"White","Black","Automatic","2WD",6,"290horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2013,"Jeep","Grand",25998,"Cherokee Overland",NA,71000,NA,NA,"Black","Brown","Automatic","4WD",6,"290horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2016,"Jeep","Patriot",18998,"High Altitude",NA,15000,NA,NA,"White","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2014,"Jeep","Patriot",13998,"Sport",NA,31000,NA,NA,"Red","Gray","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2014,"Jeep","Patriot",NA,"Sport",NA,39000,NA,NA,"Blue","Gray","Manual5Speed","2WD",4,"172horsepower@6000rpm","165torque@4400rpm","Fleet",2.4
2011,"Jeep","Wrangler",24998,"Sahara",NA,37000,NA,NA,"Green","Brown","Automatic","4WD",6,"202horsepower@5200rpm","237torque@4000rpm","Fleet",3.8
2014,"Kia","Cadenza",21599,"Premium",NA,26000,NA,NA,"White","Black","Automatic","2WD",6,"293horsepower@6400rpm","255torque@5200rpm","Fleet",3.3
2014,"Kia","Cadenza",20998,"Premium",NA,36000,NA,NA,"Gray","Tan","Automatic","2WD",6,"293horsepower@6400rpm","255torque@5200rpm","Fleet",3.3
2014,"Kia","Optima",NA,"LX",NA,29000,NA,NA,"Purple","Gray","Automatic","2WD",4,"192horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2014,"Kia","Optima",NA,"LX",NA,26000,NA,NA,"Black","Gray","Automatic","2WD",4,"192horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2014,"Kia","Optima",14998,"LX",NA,43000,NA,NA,"Black","Tan","Automatic","2WD",4,"192horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2013,"Kia","Optima",NA,"LX",NA,35000,NA,NA,"White","Gray","Automatic","2WD",4,"200horsepower@6300rpm","186torque@4250rpm","Fleet",2.4
2014,"Kia","Optima",19599,"SX",NA,33000,NA,NA,"Silver","Black","Automatic","2WD",4,"274horsepower@6000rpm","269torque@1650rpm","Fleet",2
2013,"Kia","Optima",21998,"SXL",NA,19000,NA,NA,"Gray","Gray","Automatic","2WD",4,"274horsepower@6000rpm","269torque@4500rpm","Fleet",2
2014,"Kia","Optima",23599,"SXL",NA,21000,NA,NA,"Red","Black","Automatic","2WD",4,"274horsepower@6000rpm","269torque@1650rpm","Fleet",2
2014,"Kia","Optima",20998,"SXL",NA,50000,NA,NA,"Black","Black","Automatic","2WD",4,"274horsepower@6000rpm","269torque@1650rpm","Fleet",2
2016,"Kia","Rio",NA,"LX",NA,10000,NA,NA,"White","n/a","Automatic","2WD",4,"138horsepower@6300rpm","123torque@4850rpm","Fleet",1.6
2016,"Kia","Sedona",18998,"LX",NA,41000,NA,NA,"Silver","Gray","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",NA,"LX",NA,43000,NA,NA,"Silver","Gray","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",19998,"LX",NA,22000,NA,NA,"Gray","Black","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",NA,"LX",NA,23000,NA,NA,"Black","Gray","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",NA,"LX",NA,24000,NA,NA,"Red","Gray","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",17998,"LX",NA,43000,NA,NA,"Red","Tan","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",19599,"LX",NA,25000,NA,NA,"Black","Tan","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",20599,"LX",NA,20000,NA,NA,"Black","Tan","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
